x,y,actionList,predictionsList
0,0,0,"[0.01, 0.01, 0.01]"
0,1,0,"[0.01, 0.01, 0.01]"
0,2,0,"[0.01, 0.01, 0.01]"
0,3,0,"[0.01, 0.01, 0.01]"
0,4,0,"[0.01, 0.01, 0.01]"
0,5,0,"[0.01, 0.01, 0.01]"
0,6,0,"[0.01, 0.01, 0.01]"
0,7,0,"[0.01, 0.01, 0.01]"
0,8,0,"[0.01, 0.01, 0.01]"
0,9,0,"[0.01, 0.01, 0.01]"
0,10,0,"[0.01, 0.01, 0.01]"
0,11,0,"[0.01, 0.01, 0.01]"
0,12,0,"[0.01, 0.01, 0.01]"
0,13,0,"[0.01, 0.01, 0.01]"
0,14,0,"[0.01, 0.01, 0.01]"
0,15,0,"[0.01, 0.01, 0.01]"
0,16,0,"[0.01, 0.01, 0.01]"
0,17,0,"[0.01, 0.01, 0.01]"
0,18,0,"[0.01, 0.01, 0.01]"
0,19,0,"[0.01, 0.01, 0.01]"
1,0,0,"[0.01, 0.01, 0.01]"
1,1,0,"[0.01, 0.01, 0.01]"
1,2,0,"[0.01, 0.01, 0.01]"
1,3,0,"[-10.033580205301233, -10.4584640168482, -10.058576325491929]"
1,4,1,"[-14.180577525082136, -14.03418295832465, -14.309013759530886]"
1,5,0,"[-15.205902037781364, -15.290328508577335, -15.229552292780788]"
1,6,2,"[-15.854348871612757, -15.573049217609482, -15.536177964137117]"
1,7,2,"[-15.8864584991409, -15.870274044895352, -15.662344318183887]"
1,8,0,"[-16.18967605149567, -16.25286840763387, -16.24793878852546]"
1,9,2,"[-16.703677569680377, -16.62997508951301, -16.54468378589056]"
1,10,2,"[-17.46275827560094, -17.354526521392078, -17.349780497857484]"
1,11,2,"[-16.966472194737275, -16.785179108173338, -16.71486629805086]"
1,12,2,"[-16.069852754407293, -16.120357416163827, -15.95336912911763]"
1,13,2,"[-15.113675173416047, -15.189864757352359, -14.991265923023896]"
1,14,1,"[-13.833854697777657, -13.821188581372368, -13.829158465147458]"
1,15,0,"[0.01, 0.01, 0.01]"
1,16,0,"[0.01, 0.01, 0.01]"
1,17,0,"[0.01, 0.01, 0.01]"
1,18,0,"[0.01, 0.01, 0.01]"
1,19,0,"[0.01, 0.01, 0.01]"
2,0,0,"[0.01, 0.01, 0.01]"
2,1,0,"[0.01, 0.01, 0.01]"
2,2,1,"[-7.907614348995288, -7.390880223519716, -7.729525058441755]"
2,3,1,"[-10.639720633781678, -10.344441565821704, -11.276026670064661]"
2,4,2,"[-13.791111837893233, -13.896630759200466, -13.771648045386508]"
2,5,0,"[-14.540958556801302, -14.784374632987413, -14.640954767065082]"
2,6,1,"[-15.283820105714401, -15.158037550564519, -15.159695329951465]"
2,7,0,"[-15.699181559126316, -15.778214653425565, -15.792675693102792]"
2,8,1,"[-16.43386385903838, -16.3745916752476, -16.465873232937817]"
2,9,0,"[-16.150788878050385, -16.379370215399227, -16.19055727292497]"
2,10,1,"[-16.031720943217017, -15.987776340921373, -16.05101829209231]"
2,11,0,"[-16.054980813901828, -16.09044259225822, -16.061672820895215]"
2,12,2,"[-15.735062172647073, -15.840676450692067, -15.659719149723731]"
2,13,1,"[-15.044126480977773, -14.805347270110515, -14.997758232454167]"
2,14,2,"[-14.296298320444743, -14.412865112666783, -14.085325901574407]"
2,15,2,"[-13.389898529171765, -13.13597134691025, -13.054017328656293]"
2,16,0,"[-10.23042416816968, -10.477106648891343, -10.314010361879266]"
2,17,0,"[0.01, 0.01, 0.01]"
2,18,0,"[0.01, 0.01, 0.01]"
2,19,0,"[0.01, 0.01, 0.01]"
3,0,0,"[0.01, 0.01, 0.01]"
3,1,0,"[-3.138431611321847, -5.219750128282692, -8.24267236883477]"
3,2,0,"[-8.476973888663261, -8.731712151722775, -9.02139619643221]"
3,3,1,"[-12.189135072228666, -12.051794902781992, -12.182762498600827]"
3,4,2,"[-13.624968683286458, -13.620578181360665, -13.552586269401331]"
3,5,0,"[-14.955133221948401, -14.97161428165779, -15.060897329423533]"
3,6,2,"[-16.43833871702126, -16.41712026657828, -16.40951359278334]"
3,7,2,"[-17.1178739726032, -17.16999809352833, -16.910740267414482]"
3,8,2,"[-17.942635851234435, -17.779117419345503, -17.738168115693654]"
3,9,0,"[-18.37262142602149, -18.462517578692825, -18.40936947562374]"
