x,y,actionList,predictionsList
0,0,0,"[0.01, 0.01, 0.01]"
0,1,0,"[0.01, 0.01, 0.01]"
0,2,0,"[0.01, 0.01, 0.01]"
0,3,0,"[0.01, 0.01, 0.01]"
0,4,0,"[0.01, 0.01, 0.01]"
0,5,0,"[0.01, 0.01, 0.01]"
0,6,0,"[0.01, 0.01, 0.01]"
0,7,0,"[0.01, 0.01, 0.01]"
0,8,0,"[0.01, 0.01, 0.01]"
0,9,0,"[0.01, 0.01, 0.01]"
0,10,0,"[0.01, 0.01, 0.01]"
0,11,0,"[0.01, 0.01, 0.01]"
0,12,0,"[0.01, 0.01, 0.01]"
0,13,0,"[0.01, 0.01, 0.01]"
0,14,0,"[0.01, 0.01, 0.01]"
0,15,0,"[0.01, 0.01, 0.01]"
0,16,0,"[0.01, 0.01, 0.01]"
0,17,0,"[0.01, 0.01, 0.01]"
0,18,0,"[0.01, 0.01, 0.01]"
0,19,0,"[0.01, 0.01, 0.01]"
1,0,0,"[0.01, 0.01, 0.01]"
1,1,0,"[0.01, 0.01, 0.01]"
1,2,1,"[-0.9901, 0.01, 0.01]"
1,3,0,"[-9.24943544042447, -9.439756531581672, -9.918752519391404]"
1,4,0,"[-15.304034338859363, -15.6158954327599, -15.383489760560044]"
1,5,1,"[-16.590421589484997, -16.36103817641599, -16.405972097665767]"
1,6,0,"[-16.02627183114991, -16.246184149793432, -16.28999538495421]"
1,7,0,"[-16.38094595893857, -16.39699812338729, -16.529549302214154]"
1,8,0,"[-17.05814231279051, -17.07511968171886, -17.066248376982692]"
1,9,1,"[-17.404819462714034, -17.302622052914643, -17.472501379303175]"
1,10,1,"[-17.84373370200935, -17.678536521691875, -17.731599948042014]"
1,11,2,"[-17.405930458479485, -17.453658760668286, -17.384748595336063]"
1,12,2,"[-16.515006949098392, -16.43354409785473, -16.295098945258978]"
1,13,2,"[-15.617370657327463, -15.57631286500256, -15.446287534093116]"
1,14,1,"[-14.18027263702436, -14.083030819358502, -14.137580609691433]"
1,15,0,"[0.01, 0.01, 0.01]"
1,16,0,"[0.01, 0.01, 0.01]"
1,17,0,"[0.01, 0.01, 0.01]"
1,18,0,"[0.01, 0.01, 0.01]"
1,19,0,"[0.01, 0.01, 0.01]"
2,0,0,"[0.01, 0.01, 0.01]"
2,1,1,"[-0.4901, 0.01, 0.01]"
2,2,0,"[-6.328587975435659, -6.602254380684673, -7.94254012738207]"
2,3,2,"[-12.740705156713119, -13.225197712701402, -12.663281300670945]"
2,4,0,"[-14.791108267746655, -14.87728171594392, -14.851385408310534]"
2,5,0,"[-15.410345330619647, -15.512230156258077, -15.565263002455335]"
2,6,1,"[-15.760030693940287, -15.642459684175432, -15.894471250185912]"
2,7,0,"[-15.89778626950046, -15.967271997998768, -16.009642879401568]"
2,8,1,"[-15.863255307763367, -15.8477135634742, -16.107051805159195]"
2,9,0,"[-15.802718237985985, -15.868012569784607, -15.894812454803741]"
2,10,0,"[-15.837551570156197, -15.883341395743603, -15.95173497749278]"
2,11,0,"[-15.742285870714142, -15.826720439674427, -15.74530704839021]"
2,12,0,"[-15.425222938818328, -15.516661461617412, -15.492305404181762]"
2,13,0,"[-15.152924705093158, -15.197656562399441, -15.158800527469682]"
2,14,2,"[-14.97165690783348, -14.674669694157402, -14.562436532616506]"
2,15,2,"[-14.186358781703998, -14.14527732408109, -13.692741773797835]"
2,16,2,"[-11.718659723214616, -11.221864291285911, -10.9253672251721]"
2,17,0,"[0.01, 0.01, 0.01]"
2,18,0,"[0.01, 0.01, 0.01]"
2,19,0,"[0.01, 0.01, 0.01]"
3,0,0,"[0.01, 0.01, 0.01]"
3,1,0,"[-0.9901, -2.5764873464857487, -7.518020207688646]"
3,2,0,"[-9.575877132075643, -9.843740528404654, -9.973344485964583]"
3,3,2,"[-12.89331596019959, -12.89183585984545, -12.887906607798438]"
3,4,1,"[-14.089879714843729, -13.580546264513448, -13.812075734611547]"
3,5,2,"[-15.596585122188525, -15.60759584449816, -15.522414429297921]"
3,6,1,"[-16.03243189812131, -15.900773116382542, -16.07215017540308]"
3,7,0,"[-17.47151742184879, -17.628282265956333, -17.940011231485002]"
3,8,1,"[-19.01796128812787, -18.979833025910487, -19.222414080325123]"
